Ballyboughal,A41,53.5195,-6.2667
Garristown,A42,53.5661,-6.3856
Oldtown,A45,53.5253,-6.3156
Greystones,A63,53.1408,-6.0631
Wicklow,A67,52.975,-6.0494
Castleblayney,A75,54.1167,-6.7333
Carrickmacross,A81,53.9728,-6.7189
Kells,A82,53.7264,-6.8792
Enfield,A83,53.4142,-6.8323
Ashbourne,A84,53.5116,-6.3982
Dunshaughlin,A85,53.5125,-6.54
Dunboyne,A86,53.4,-6.4667
Dundalk,A91,54.0,-6.4167
Drogheda,A92,53.7189,-6.3478
Blackrock,A94,53.3015,-6.1778
Dun Laoghaire,A96,53.294,-6.1359
Bray,A98,53.2028,-6.0983
Trim,C15,53.555,-6.7917
Dublin 1,D01,53.354,-6.2545
Dublin 2,D02,53.34,-6.2543
Dublin 3,D03,53.3645,-6.2378
Dublin 4,D04,53.3334,-6.2335
Dublin 5,D05,53.3842,-6.1921
Dublin 6,D06,53.3088,-6.2631
Dublin 7,D07,53.3615,-6.2918
Dublin 8,D08,53.3346,-6.2733
Dublin 9,D09,53.3818,-6.2465
Dublin 10,D10,53.3409,-6.3545
Dublin 11,D11,53.3899,-6.293
Dublin 12,D12,53.322,-6.3165
Dublin 13,D13,53.3946,-6.1495
Dublin 14,D14,53.296,-6.2593
Dublin 15,D15,53.3832,-6.4165
Dublin 16,D16,53.3419,-6.279
Dublin 17,D17,53.4006,-6.2058
Dublin 18,D18,53.2469,-6.1774
Dublin 20,D20,53.3518,-6.3693
Dublin 22,D22,53.3275,-6.4006
Dublin 24,D24,53.2851,-6.3713
Dublin 6W,D6W,53.3087,-6.3012
Cahir,E21,52.3769,-7.9217
Cashel,E25,52.5158,-7.8856
Carrick on Suir,E32,52.3492,-7.4131
Tipperary,E34,52.4733,-8.1558
Thurles,E41,52.6819,-7.8022
Nenagh,E45,52.8619,-8.1967
Roscrea,E53,52.9511,-7.8017
Clonmel,E91,52.355,-7.7039
Knock,F12,53.7939,-8.9196
Castlebar,F23,53.85,-9.3
Ballina,F26,54.1167,-9.1667
Westport,F28,53.8,-9.5167
Ballinrobe,F31,53.6333,-9.2333
Ballyhaunis,F35,53.7667,-8.7667
Roscommon,F42,53.6333,-8.1833
Castlerea,F45,53.7667,-8.5
Boyle,F52,53.9667,-8.3
Ballymote,F56,54.0833,-8.5167
Sligo,F91,54.2697,-8.4694
Letterkenny,F92,54.95,-7.7333
Lifford,F93,54.8319,-7.4836
Bundoran,F94,54.4778,-8.2809
Cavan,H12,53.9908,-7.3606
Belturbet,H14,54.1,-7.45
Cootehill,H16,54.0725,-7.0819
Monaghan,H18,54.25,-6.9667
Clones,H23,54.1833,-7.2333
Ballinasloe,H53,53.3275,-8.2194
Tuam,H54,53.5167,-8.85
Loughrea,H62,53.1969,-8.5669
Athenry,H65,53.2964,-8.7431
Clifden,H71,53.4891,-10.0191
Galway,H91,53.2719,-9.0489
Balbriggan,K32,53.6128,-6.1819
Skerries,K34,53.5828,-6.1083
Malahide,K36,53.4508,-6.1544
Lusk,K45,53.5274,-6.1642
Rush,K56,53.5242,-6.105
Swords,K67,53.4597,-6.2181
Lucan,K78,53.3574,-6.4486
Athlone,N37,53.4228,-7.9372
Longford,N39,53.7254,-7.7982
Carrick On Shannon,N41,53.9469,-8.09
Mullingar,N91,53.5333,-7.35
Macroom,P12,51.9,-8.95
Crookstown,P14,53.0153,-6.8106
Kinsale,P17,51.7075,-8.5306
Cobh,P24,51.8572,-8.2992
Midleton,P25,51.9153,-8.1805
Ballincollig,P31,51.8833,-8.5833
Rylane,P32,51.9833,-8.8333
Youghal,P36,51.95,-7.8506
Carrigaline,P43,51.8117,-8.3986
Dunmanway,P47,51.7167,-9.1167
Mallow,P51,52.1333,-8.6333
Charleville,P56,52.35,-8.6833
Fermoy,P61,52.1358,-8.2758
Mitchelstown,P67,52.2658,-8.2681
Bandon,P72,51.7469,-8.7425
Bantry,P75,51.6833,-9.45
Skibbereen,P81,51.55,-9.2667
Clonakilty,P85,51.6231,-8.8706
Athy,R14,52.9914,-6.9803
Bagenalstown,R21,52.7003,-6.9618
Portlaoise,R32,53.0344,-7.2998
Tullamore,R35,53.2739,-7.4889
Birr,R42,53.0914,-7.9133
Edenderry,R45,53.3453,-7.0497
Kildare,R51,53.1561,-6.9144
Curragh,R56,53.1469,-6.8304
Carlow,R93,52.8408,-6.9261
Kilkenny,R95,52.6542,-7.2522
Cork city southside,T12,51.8728,-8.4902
Cork city northside,T23,51.8972,-8.4702
Carrignavar,T34,51.9886,-8.4797
Glanmire,T45,51.9158,-8.3997
Watergrasshill,T56,52.0114,-8.3442
Shannon,V14,52.7039,-8.8642
Kilrush,V15,52.6397,-9.4833
Caherciveen,V23,51.9486,-10.2222
Listowel,V31,52.4464,-9.485
Kilmallock,V35,52.4,-8.5772
Newcastle West,V42,52.4492,-9.0611
Tralee,V92,52.2704,-9.7026
Kenmare,V93,51.8833,-9.5833
Limerick,V94,52.6647,-8.6231
Miltown Malbay,V95,52.8553,-9.3983
Newbridge,W12,53.1819,-6.7967
Maynooth,W23,53.385,-6.5936
Monasterevin,W34,53.1406,-7.0664
Naas,W91,53.2158,-6.6669
Kilmacthomas,X42,52.2097,-7.4258
Waterford,X91,52.2583,-7.1119
Arklow,Y14,52.7931,-6.1414
Enniscorthy,Y21,52.5008,-6.5578
Gorey,Y25,52.6747,-6.2925
New Ross,Y34,52.3967,-6.9367
Wexford,Y35,52.3342,-6.4575
